id,name,employer,salary,area,published_at,alternate_url
123060639,Программист 1С,Programming Store,,Санкт-Петербург,2025-08-07T08:32:48+0300,https://hh.ru/vacancy/123060639
122311914,AppSec Business Partner,Альфа-Банк,,Санкт-Петербург,2025-08-01T14:54:50+0300,https://hh.ru/vacancy/122311914
124006519,Pentester (SberOS),СБЕР,,Санкт-Петербург,2025-08-13T12:19:00+0300,https://hh.ru/vacancy/124006519
124220603,Разработчик Scala,Лига Цифровой Экономики,,Санкт-Петербург,2025-08-19T11:53:13+0300,https://hh.ru/vacancy/124220603
124167879,Специалист-программист,Корпоративный Университет Администрации Санкт-Петербурга - Центр Развития Компетенций Государственных и Муниципальных Служащих,,Санкт-Петербург,2025-08-18T12:32:14+0300,https://hh.ru/vacancy/124167879
111957168,Full-Stack QA/Тестировщик (Python),Ред Софт,,Санкт-Петербург,2025-08-11T18:10:41+0300,https://hh.ru/vacancy/111957168
122064254,Senior Kotlin/Java Developer,Just AI,,Санкт-Петербург,2025-08-11T15:47:33+0300,https://hh.ru/vacancy/122064254
123349759,QA Fullstack Engineer (Java),Доксинбокс,от 180000 до 200000 RUR net,Санкт-Петербург,2025-08-26T12:23:01+0300,https://hh.ru/vacancy/123349759
123455848,"Программист MS SQL, C#, Delphi",Карвиль,от 250000 до 300000 RUR net,Санкт-Петербург,2025-08-27T10:35:31+0300,https://hh.ru/vacancy/123455848
123635187,DevOps-инженер,Дартс рекрутинг сервисез,до 350000 RUR gross,Санкт-Петербург,2025-08-13T12:03:50+0300,https://hh.ru/vacancy/123635187
124332785,System Architect (Java),iFuture,,Санкт-Петербург,2025-08-27T15:24:01+0300,https://hh.ru/vacancy/124332785
124452288,Middle AI Researcher / AI Developer,Университет ИТМО,от 150000 до 200000 RUR gross,Санкт-Петербург,2025-08-25T16:40:14+0300,https://hh.ru/vacancy/124452288
124172749,Java разработчик с нуля (стажер),Aston,от 70000 до 80000 RUR gross,Санкт-Петербург,2025-08-18T13:32:41+0300,https://hh.ru/vacancy/124172749
123551083,Архитектор в Core-команду,Koronatech,,Санкт-Петербург,2025-08-04T06:25:26+0300,https://hh.ru/vacancy/123551083
123890805,Fullstack QA Java-инженер в Яндекс Документы,Яндекс,,Санкт-Петербург,2025-08-11T11:47:05+0300,https://hh.ru/vacancy/123890805
116539819,AppSec (аудит кода),Газпромнефть-Снабжение,,Санкт-Петербург,2025-07-29T09:28:01+0300,https://hh.ru/vacancy/116539819
